"filename", "language", "TypeScript", "JavaScript", "JSON", "JSON with Comments", "XML", "TypeScript JSX", "YAML", "Ignore", "Markdown", "GraphQL", "comment", "blank", "total"
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/searcharea/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 1, 10, 243
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/searcharea/searchcountry.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 14, 208
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/searcharea/searchcountrystate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 15, 213
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/searcharea/searchh3recommendation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/searcharea/searchstatecities.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 1, 17, 318
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 3, 31
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/appearancesettingsscreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 4, 85
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 7, 8, 272
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/notificationssettingsscreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/birthday.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 1, 9, 178
